% Auto generated by java saveARFFDiscreteClass
@relation training_essay_set_1
@attribute AverageIDF real
@attribute AverageIDF_MinMaxNorm_Task real
@attribute AverageIDF_abs_zscore_gaussiannorm_task real
@attribute AverageIDF_zscore_gaussiannorm_task real
@attribute AverageWordLength real
@attribute AverageWordLength_MinMaxNorm_Task real
@attribute OOVs real
@attribute OOVs_MinMaxNorm_Task real
@attribute PercentMatches_exclamation_mark real
@attribute PercentMatches_comma real
@attribute PercentMatches_question_mark real
@attribute PercentMatches_at_signdot_star real
@attribute PercentMatches_is real
@attribute PercentMatches_the real
@attribute PercentMatches_the_abs_zscore_gaussiannorm_task real
@attribute PercentMatches_the_normal_prob_gaussiannorm_task real
@attribute PercentMatches_the_zscore_gaussiannorm_task real
@attribute lengthratio real
@attribute obvious_typos real
@attribute obvious_typos_MinMaxNorm_Task real
@attribute overlap_coherence real
@attribute overlap_coherence_abs_zscore_gaussiannorm_task real
@attribute overlap_coherence_zscore_gaussiannorm_task real
@attribute stopword_ratio real
@attribute grade {2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0}
@data
1.1879051388983473,0.21449628625878808,0.15746181321271116,0.15746181321271116,4.376506024096385,0.47006169840652917,0.04878048780487809,0.10034843205574921,0.0106951871657754,0.0481283422459893,0.0053475935828877,0.0,0.013368983957219251,0.03208556149732621,0.3189067635956729,31.632015659006715,0.3189067635956729,0.4305732484076433,0.005420054200542005,0.1264679313459801,0.49554896142433236,0.01502727172339968,-0.01502727172339968,0.5637982195845698,8.0
1.215710437214407,0.22242163134991186,0.2807304941867115,0.2807304941867115,4.32518337408313,0.4425378578752268,0.03401360544217691,0.06997084548104963,0.0022172949002217295,0.026607538802660754,0.0022172949002217295,0.0,0.004434589800443459,0.015521064301552107,1.0630016600441452,18.91649435698851,-1.0630016600441452,0.5337579617834395,0.0,0.0,0.5155131264916468,0.22711046290171946,0.22711046290171946,0.5441527446300716,9.0
0.9953641765445462,0.15961632944316234,0.6961262401515402,-0.6961262401515402,4.3713235294117645,0.46728237666034134,0.016949152542372836,0.03486682808716697,0.0,0.029801324503311258,0.0,0.0,0.0033112582781456954,0.039735099337748346,0.9570764981607365,21.05257355357902,0.9570764981607365,0.3554140127388535,0.0,0.0,0.4265232974910394,0.852213191567662,-0.852213191567662,0.5376344086021505,7.0
1.5308488809820642,0.3122455523144946,1.677827545470686,1.677827545470686,4.727835051546392,0.6584760558696374,0.06831119544592035,0.1405258877744647,0.0035335689045936395,0.022968197879858657,0.0017667844522968198,0.0,0.014134275618374558,0.044169611307420496,1.3270297405196372,13.79790207818821,1.3270297405196372,0.6675159235668789,0.0056925996204933585,0.13282732447817835,0.4961832061068702,0.007334760160310047,-0.007334760160310047,0.4866412213740458,10.0
1.0652444729503359,0.17953431261998815,0.38632729945689637,-0.38632729945689637,4.405639913232104,0.4856859212091525,0.029761904761904767,0.06122448979591837,0.0,0.025590551181102362,0.0,0.0,0.01968503937007874,0.04133858267716536,1.0908485715123972,18.357628687803896,1.0908485715123972,0.5923566878980892,0.0,0.0,0.556989247311828,0.73015849434075,0.73015849434075,0.6,8.0
1.1091978600991406,0.19206234800081506,0.191469614544256,-0.191469614544256,4.037974683544304,0.2885106165781952,0.04280155642023342,0.08804891606448018,0.0037593984962406013,0.011278195488721804,0.007518796992481203,0.0,0.011278195488721804,0.03007518796992481,0.15118950183132304,32.903906544166055,0.15118950183132304,0.31337579617834393,0.007782101167315175,0.1815823605706874,0.4634146341463415,0.4047722565278934,-0.4047722565278934,0.6382113821138211,8.0
1.208966014741139,0.22049926839111897,0.250830578970518,0.250830578970518,4.470468431771894,0.5204528283292819,0.008992805755395739,0.018499486125385517,0.0,0.06205673758865248,0.0070921985815602835,0.0,0.01773049645390071,0.030141843971631204,0.15675034012031833,32.87574621628823,0.15675034012031833,0.6356687898089172,0.0,0.0,0.5390781563126252,0.5129217111049805,0.5129217111049805,0.5731462925851704,10.0
1.005655738759293,0.16254973375882578,0.6505008602346138,-0.6505008602346138,4.484143763213531,0.5277867762395145,0.03619047619047622,0.07444897959183679,0.0018726591760299626,0.020599250936329586,0.0056179775280898875,0.0,0.011235955056179775,0.026217228464419477,0.17066432057623238,32.80094638711928,-0.17066432057623238,0.6140127388535032,0.0019047619047619048,0.044444444444444446,0.5684647302904564,0.8693402453834438,0.8693402453834438,0.524896265560166,10.0
1.228801492159265,0.22615297517027064,0.33876681004521675,0.33876681004521675,4.2785388127853885,0.4175228310502284,0.016260162601625994,0.03344947735191633,0.0020161290322580645,0.03225806451612903,0.012096774193548387,0.0,0.010080645161290322,0.038306451612903226,0.837890246864138,23.429372974351374,0.837890246864138,0.5643312101910828,0.0020325203252032522,0.04742547425474255,0.5113122171945701,0.17615923818833898,0.17615923818833898,0.5746606334841629,9.0
1.1242196579430987,0.19634401153303854,0.12487377424667871,-0.12487377424667871,4.123232323232323,0.3342334636689476,0.0261682242990654,0.05383177570093453,0.0,0.025830258302583026,0.0036900369003690036,0.0,0.02029520295202952,0.03874538745387454,0.8745088733703766,22.706191454494327,0.8745088733703766,0.6394904458598726,0.001869158878504673,0.04361370716510904,0.5617529880478087,0.7879360866549042,0.7879360866549042,0.5876494023904383,9.0
